Product Assistant ,2,10000
Graphic Design ,780,2919500
Law/ Legal ,38,119500
Data Labelling And Digitization ,2,10000
Marketing ,291,1118998
Customer Service ,19,125500
Operations ,145,811600
Web Development ,747,3963600
UI/UX Design ,56,317000
Deep Learning ,3,21000
Business Development  ,867,3796700
Marketing Content ,2,20000
Social Media Marketing ,633,2085403
Mobile App Development ,315,1770000
Content Writing ,974,3301240
Video Editing ,23,114500
Human Resources  ,160,545700
Networking & System Administration ,1,5000
Software Testing/Quality Assurance ,1,5000
Stock Market Research ,1,2000
Video Making/Editing ,119,391200
Data Science  ,2,2000
Product Management And Research ,1,1000
Fundraising ,29,3500
Digital Marketing ,513,2157400
Facebook Marketing ,5,23000
Search Engine Optimization  ,64,206500
Technical ,1,1000
News Editing ,1,7000
Data Entry Cum Social Media Marketing ,1,1000
Acting ,3,9500
Game Design  ,1,1000
Internet Of Things  ,6,34000
Software Development ,26,176500
Curriculum Development ,5,14000
Accounting ,1,8000
Video Making/Editing  ,4,8000
Android App Development ,22,136500
YouTube Video Creation ,1,1000
Technical Product Management ,1,30000
Talent Acquisition ,1,1000
Robotics Process Automation  ,1,1000
Executive Assistance ,1,1000
Content Creation  ,2,3500
Wellness Teaching ,1,10000
PHP Development  ,3,11700
Backend Development ,17,67500
iOS App Development ,15,112500
Full Stack Development ,32,220500
Data Science and Scoring ,1,4000
SEO ,1,2000
Backlink ,1,1000
Civil Engineering ,6,16500
Volunteering ,6,3000
Biotechnology And Microbiology ,1,2000
Telecalling ,41,159500
Business Analytics ,7,33500
Business Development- Social Media Live Project ,1,1000
Unity 3D Development ,2,11000
Instagram Content Creation ,1,1000
Software Development  ,1,2500
Content Development  ,30,226500
Animation 2D/3D ,1,2000
Lead Generation ,14,41000
Embedded Systems ,1,5000
MERN Stack Development ,1,10000
Teaching  ,41,227000
Online Data Entry ,1,2000
Investment Analytics ,1,10000
Media & Public Relations  ,23,76000
JavaScript Development ,3,21000
WordPress Development ,20,61500
UI/UX Design - Shopify ,1,4500
AI  ,1,2500
Flutter App Development ,3,16000
Project Management ,11,65000
Flutter Development ,9,76500
Email Marketing ,8,31500
IT Business Analysis ,1,5000
Web Scraping ,1,2000
Journalism & Magazine Editing ,1,3000
Angular.js Development ,3,12000
Personal Assistant ,2,6000
Accounts & Finance ,1,5000
Customer Engagement ,1,5000
Annotation Labeling ,1,8000
Operations Manager ,1,7000
Direct Marketing ,1,1000
Legal Research ,2,1000
Voice Over ,3,3000
Subject Matter Expert  ,9,93500
Statistics ,2,9000
Software Testing ,17,86500
Telecalling & Inside Sales ,1,4000
Program Management ,4,20000
Django Development ,3,1000
Finance & Marketing ,1,3000
Painting And Drawing ,1,5000
Advertising & Graphic Design ,1,8000
Fashion Design ,8,12500
Product Demonstration ,1,10000
Animation & Multimedia ,1,3000
Co-Founder's Office - Strategy And Research ,1,1000
Business Strategy ,7,20750
Editorial ,2,4000
Content Development  For Banking Exams ,1,3000
Growth Hacking ,3,21000
Artificial Intelligence  ,16,98000
Blogging ,5,15000
Front End Development ,19,125000
Python/Django Development ,4,26500
Cyber Security ,3,4000
Industrial Design ,1,10000
Business Development Management ,1,1000
Support Ration Kits For Daily Wagers ,1,3000
Philanthropy ,1,3000
Networking And STEM Workshop Execution ,1,5000
Math Education Research Fellowship ,1,3000
Economics ,1,5000
Voice Over  ,3,10000
Content Writing  ,20,98500
Product Development ,4,12000
Proofreading ,5,26000
YouTube Marketing ,2,1000
Social Media Management ,5,11000
React Native Development ,3,30000
Business Development - Autism Artificial Intelligence Platform ,1,10000
Innovation Sprint AI And Web Development ,1,250
Animation Videos And Motion Graphics ,1,1000
Chartered Accountancy  ,1,20000
Photo Editing ,2,4000
Ethical Hacking ,1,7000
Illustration/Caricature Art ,1,3500
Web & App UI Design ,1,4000
Data Analytics ,14,66000
News Reporting ,1,2000
Online Research ,2,9500
Digital Marketing - Off Page SEO  ,1,10000
Customer Relationship Management  ,1,5000
Architecture and Design ,1,5000
Python Development ,18,112500
Media Strategist ,1,4000
Accounts/Taxation ,1,1000
ChatBot Development ,1,6000
Research & Brand Development ,1,6000
Digital Marketing  ,3,9000
Project Coordination ,2,11000
Test Engineering  ,1,2000
Medicine ,1,3000
Corporate Sales ,4,31000
Game Design And Development ,1,15000
Telesales & Marketing ,1,2000
Investment Analysis ,1,10000
Technical Support ,2,11000
Client Acquisition ,1,1000
YouTube Video Creation  ,1,1000
Flutter/iOS Development ,1,25000
Script Writing ,3,12000
Claim Management ,1,7000
Web Development  ,7,28000
Google Firebase Flutter ,1,35000
Machine Learning ,18,125500
UX/UI Design ,16,83500
QA/Testing & Customer Support ,1,150
Architecture & Interior Design ,1,2000
Insurance & TPA Management ,1,5000
Online Teaching  ,22,92500
Data Science/Machine Learning ,2,6000
Data Search ,1,1000
Research Analysis ,4,21000
Creative Video & Film Making ,1,10000
E-Book Content Development ,1,3000
Business & Policy Research ,1,2500
Physics Online Teaching For XI XII ,1,5000
UI/UX Front End Development ,1,5000
Copywriting And Marketing ,1,5000
Magento Development ,2,10000
Freelancer Recruitment ,1,3000
Agile Business Analysis ,1,3000
Financial Journalism ,1,1000
Computer Vision ,2,7000
Proofreading/Editorial ,1,2000
Youtube Videos Promotion ,1,3000
Spanish/German Tutoring ,1,3500
ReactJs Development ,5,18000
Product Marketing ,2,21000
Sales & Market Research ,1,1000
Telugu Content Writing ,1,1500
Full Stack Development  ,3,19000
PHP Laravel Development ,1,1000
Finance/Legal ,1,3000
Jewelery Design ,1,10000
Video Creation and Editing ,1,6000
Executive Assistant To CMD/VP ,1,10000
Lead Attribution Analysis ,1,5000
Procurement Operations ,1,5000
Supplier Relationship Management ,1,5000
Consultant - Inside Sales ,1,10000
Industrial/Product Design - 3D ,1,15000
Event Management ,8,9000
Search Engine Marketing ,1,7500
Cold Calling ,2,7000
Online Sales & SM-Marketing  ,1,7000
Academic Counseling  ,1,15000
Content Writing & Research  ,2,12000
Spring Development ,1,2000
Community Creation ,1,1000
Jewellery Design ,1,5000
Machine Learning And Data Science ,1,2000
2D/3D Designing & Modeling ,1,5000
Illustration ,3,14000
Designing Mock-Ups ,1,1500
Firmware Development ,1,3000
Graphic Design And Video Making/Editing ,1,1000
Acting/Presenting ,1,1000
Video Animation ,1,1000
Content Writing [LinkedIn Articles/Blogs/Emails/Newsletters] ,1,5000
PHP Drupal Development ,1,6500
LaTex Data Transcription  ,1,2500
Personal Assistance ,1,1500
Animation Video Making ,1,1500
Full-Stack Cloud Development ,1,20000
Unity/Games Development ,1,5000
Technical Writing With IT Knowledge ,1,5000
Front End Web Development ,1,1000
Linkedin Marketing ,2,6000
Office Coordination ,1,1000
Anchoring ,3,17000
Machine Learning  ,2,2500
Data Mining ,2,6000
Professional Video Editing Cum Graphic Design ,1,2500
Counselling ,2,4000
Client Servicing ,3,13000
Engagement Management ,1,2000
Journalism Research ,1,2000
Interface Design ,1,200
Mass Communication ,1,2000
Client Liaison Association ,1,3000
Academic Counselling ,1,10000
B2B Sales ,1,6000
Motion Graphics/Animation ,1,5000
Social Media Content ,1,5000
Podcasting ,1,5000
Chemistry ,1,4000
Psychology ,6,15000
Data Entry & Coding ,1,3000
Health Insurance Management & Actuarial Science ,1,3000
Entrepreneurship ,2,2000
General Management ,3,1500
Application Development ,1,5000
Content Quality Operations  ,1,3000
Machine Learning And Python ,1,11500
Game Development ,7,18500
Creative Writing ,4,17000
Customer Success ,3,22000
React Development ,2,20000
Automation Testing ,1,10000
Training  ,1,3000
Environment & Waste Management Suslence Research ,1,1000
Community Management ,6,8500
Business Development & Operations ,1,15000
Social Project Management ,1,1000
Motion Graphics & Animation ,3,10500
Video Recording  ,1,5000
Teaching Civil  ,1,2000
Research Organization And Product Data ,1,3000
Content QA-QC ,1,8000
Content Marketing ,2,3000
Marketing and Sales ,1,3000
Content Editing ,2,12000
Book Illustration And Design ,1,7000
Full Stack iOS And Andriod App Development ,1,20000
Mechanical Design ,1,1000
Product Launch- Go To Market ,1,5000
SEO & Digital Marketing ,1,5000
Advertisement Creative and Marketing Strategy ,1,2000
Collection Of Data ,1,1500
Travel & Tourism ,1,14000
Delegate Acquisition ,1,10000
Automobile Engineering ,1,5000
Data/Research Analytics ,1,1000
After Effects ,2,10000
Linux Administration ,1,7000
Accounting Validation ,1,5000
Public Relations And Communications ,1,3000
Brand Management ,2,12000
Parenting Workshop Management ,1,2000
Architectural Design ,1,3000
Investment Banking Operations ,1,8000
Sanskrit Content Development ,1,4000
2D/3D Animation ,1,5000
Data Collection And Image Pre-processing ,1,1000
Autism Screening and Diagnosis ,1,1000
Business Portfolio Design ,1,5000
Demand Generation ,1,15000
Mean Stack Development ,2,6000
Data Annotation ,1,7000
Video Editing And Making ,1,1000
Node.js ,1,4000
QA Testing ,1,4500
Assignment Creating ,1,1000
Quant Research ,1,10000
Instructional Designing: Financial Literacy ,1,10000
E-book Development ,1,3000
Client Relations ,1,3000
Web Content Publishing ,1,2000
Business Research ,10,33500
2D Animation ,3,18000
Mobile App Development- Ionic ,1,20000
Automotive Research Assistant ,1,10000
Software Testing  ,1,6000
Business Intelligence ,2,20000
Client Account Management ,1,3000
Content Quality Analysis ,1,2000
Marketing Research Analytics ,1,5000
CRM Data Entry ,1,22000
Telecalling  ,2,5500
Cognitive Computing ,1,5000
Angular Development ,3,5000
Teaching College Students  ,1,12000
Website Management And SEO ,1,2000
Nutrition ,1,5000
Yoga ,1,5000
Technical Recruitment  ,1,7000
Counselor ,1,5000
Company Secretary  ,2,8000
UPSC Module Development ,1,1000
Data Science And Machine Learning/AI ,1,3000
Course Content Writing  ,1,1000
CAD Design ,1,2000
Data Validation ,1,10000
React Native Developer ,1,7000
Full Stack Web Development ,1,5000
Python/Machine Learning/Data Science Development ,1,30000
Video Editing/Cinematography/Director of Photography  ,1,3000
Customer Acquisition ,1,2000
Tax Consulting ,1,10000
Fundraising Management ,1,1000
Artist Management ,1,1000
Technical Content Writing ,4,8600
ReactJS & NodeJS Development  ,1,7000
Android App Testing ,1,10000
Graph Development  ,1,5000
AWS Cloud Management ,1,2000
National & International Training  ,1,8000
Growth Marketing ,1,3000
Character Animation ,1,5000
Video Animation  ,1,1000
Food Science ,1,4000
Angular8 Development ,1,10000
Mobile App Development  ,2,19000
Creative Content Writing ,1,1600
IoT Camera Development ,1,1500
Cinematography ,1,5000
Software Programming ,1,1000
React and Redux With API Development ,1,2000
Teaching Online  ,1,3000
Deep Learning  ,1,2000
Electronics Engineering ,2,10000
Creative Design ,4,11000
3D Modelling  ,1,2000
Video Editing And Graphic Design ,1,1500
React Redux Saga Development ,1,12000
Customization Of CRM Software ,1,3000
Unity 2D Game Development ,1,1000
3D Design ,1,15000
International Business Development ,2,7000
Insurance Sales ,1,1000
Podcast Creation ,1,3000
Food Processing Engineering ,1,1000
Sales and Marketing ,4,18000
Robotics Trainer ,1,4500
Autism Therapy  ,1,1000
Shopify Development ,2,5000
Voiceover ,2,8500
CEO's Office ,1,1000
Child Development Training ,1,5000
Programming & Mobile App Development ,1,200
Web Design ,3,22000
SQL Programming ,1,3000
Law/Legal ,6,5500
Telescoping Structures Design ,1,4000
E-mail Marketing ,2,2000
Film Production ,1,2000
Visual Design ,2,7000
Database Building/Management ,3,2000
Cloud Computing ,1,5000
Entrepreneur In Residence  ,1,5000
Software Product Management ,1,5000
After Sales Services ,1,5000
Training And Supervision ,1,3000
Entrepreneur in Residence ,1,1000
Node.js Development ,6,27000
Dietitian/Nutritionist ,1,3000
Python & MongoDB Development ,1,10000
C# Development ,1,5000
Network Marketing ,1,1000
E-Commerce Business Operations ,1,3000
Social Media Marketing  ,2,6000
UX Writing ,1,10000
Program Research ,1,3000
Editing Operations ,1,18000
Script Writing- Hindu Mythology ,1,6000
Educational Video Making ,1,5000
Java Development ,6,48000
Media Content Research   ,1,1000
Support Assistance ,1,1000
Mechanical Engineering ,2,10000
Webapp & Flyer Design ,1,3000
Academic Research Writing ,1,16667
Public Health & CSR Operations ,1,3000
Teaching Coding To Kids ,1,18000
Print Media & Video Press  ,1,2500
Investment  ,1,15000
Financial Governance and Compliance ,1,10000
ASP.NET Development ,1,10000
Video Presenting ,1,2000
Skill Ambassador ,1,5000
DevOps ,3,17000
Writing & Recording  ,1,15000
Email Data Mining ,1,2000
Uniity 3D  ,1,10000
AI & IoT Embedded Development ,1,3000
Data Scraping ,1,13000
Electronics Embedded IoT Design ,1,5000
Teaching And Content Development ,1,2500
Stock Market Analytics ,1,5000
Food Blogging ,1,1000
Logo Design ,2,8000
Video Editing  ,9,122000
Data Science On Django ,1,1000
PR And Publicity ,1,2000
Copywriting- Hindi ,1,15000
Mern Stack Development  ,1,10000
Flutter Application Development ,2,8000
Software QA ,1,1000
Curriculum Disruption ,1,2000
Literature And Aesthetics ,1,2000
Education Reformist Fellowship ,1,2000
Teacher Training ,1,2000
Information Technology/Internet Content Downloading ,1,12000
Ruby On Rails Development ,2,20000
Academic Writing ,1,2000
Software Implementation ,1,10500
Python Programming ,1,1000
Business Growth ,1,4000
R Programming ,1,14000
Telecalling & Counselling ,1,5000
Product Research  ,1,12000
Accounts & Compliance ,1,3000
Tele-marketing ,1,5000
Product Coordination ,1,12000
Dentist ,1,3000
Video Anchoring ,2,6000
Social Influencer Management ,1,1000
Backend Documentation ,1,2000
Data Engineering ,1,20000
Secondary Research ,2,2000
Manual Testing And Project Co-ordination ,1,6000
Unity 3D & C# Developement ,1,6000
Virtual Tours Using 3D Vista ,1,8000
Field Recruitment & Promotion ,1,2000
Software Development & Content Wriitng ,1,8000
OLX Marketing ,1,1000
Mern Stack/Node Development ,1,10000
React App Development ,1,4000
React Native Mobile App Development ,1,3000
Sound Design ,1,1000
Content Curation  ,1,10000
Question Paper Analytics ,1,8000
Animated Video Design ,1,1000
Quizz Master ,1,4000
Pharmacy Management ,1,3000
WordPress Design ,1,2000
Dietitian & Nutrition Management ,1,3000
Medical Management ,1,5000
Partnerships & Alliances Management ,1,5000
Node.js & React-Native Development ,1,10000
SME  ,1,18000
Social Media Curation ,1,4000
Content Writing  - Science ,1,5000
Online Demo ,1,2500
Content Writing & Graphic Design ,1,2000
Video Making/Editing & Animation ,2,6000
After Effects Animation ,1,10000
Question Creation  ,1,4000
LinkedIn Hot Leads & Response Generation ,1,3000
GoLang Backend Development ,1,1500
Product & User Research ,1,1000
Backend Operations ,2,6000
Content Strategy  ,1,3000
Online Teaching - Coding For Kids ,1,2000
GFX Motion Graphics Design ,1,6000
Product  Design ,1,10000
Telecalling And Customer Sales ,1,1000
Videography And Video Editing ,1,5000
Economics Expert  ,1,5000
Stock Market Execution  ,1,4000
Software Engineering ,3,21000
Database Management ,1,12000
Affiliate Program Management ,1,8000
Computer Vision  ,1,1000
Biomedical Engineering ,1,8000
ReactJS Development For Product Interface Development ,1,9000
Web Design & Development Backend & Front End ,1,1000
Blockchain And Smart Contract Code Writing ,1,5000
Robotics & Arduino Training ,1,4000
MBBS ,1,2000
Online Art Tutoring ,1,1000
Tutoring-Online ,1,10000
Video Editing & Social Media ,1,6000
SaaS Sales Managment ,1,10000
Content Research & Writing ,1,3000
Security Research Analysis ,1,3000
Data Management ,1,2000
Operations Management ,1,1000
Online Computer Language Training ,1,4000
Criminal Justice Policy Research Center For Criminology & Public Policy ,1,2500
Call Centre ,1,7000
AWS/AZURE Hosting ,1,3000
Web Hosting ,1,5000
Computer Vision and Deep Learning ,1,3000
Business Management ,2,5000
Information Technology ,4,19000
Computer Science ,1,5000
DTP Operation ,1,3000
Research Analyst ,1,1000
Video Editing and Content Creation ,1,4000
Brand Alliances ,1,6000
Node.js/MongoDB Development ,1,10000
Python/C# Development ,1,5000
YouTube Promotion Google Ad word Digital Marketing ,1,4000
Research & Content Writing ,1,3000
Graphic Design & Video Making ,1,5000
Technical Teaching ,1,20000
Data Analytics Engineering ,1,3000
Process Management ,1,3000
Fashion Communication ,1,2000
Sketching ,1,1000
Natural Language Processing ,1,1000
Image Recognition & Classification ,1,1000
Video Making/Editing & Animation & Graphic Design ,1,5000
Translation & Proofreading ,1,10000
Video Lectures For JEE Physics  ,1,1000
Python Development and Linear Programming ,1,10000
Golang And Python Backend Development ,1,5000
Blog & News Writing ,1,1000
Virtual Assistant ,1,5000
Content Writing & Hosting ,1,1000
Aerospace Engineering ,1,1000
Business Research - Case Study Based ,1,2000
Powerpoint Slides Research And Development ,1,6000
Tutoring- Mathematics ,1,4000
Research & Development ,2,8000
Voice Over Art ,1,6000
Video Animation Making/Editing ,1,2500
Lead Generation Ideas And Action Plan ,1,1000
Influencer Marketing ,1,1000
VUE Stack Deveopment ,1,2000
Zoho Development ,1,8000
Content Writing & Voice over ,1,5000
Machine Learning & Internet of Things - IOT ,1,15000
Business Analytics  ,1,15000
Sustainable Finance ,1,1000
Hypercasual Game Design ,1,10000
Placement Coordination ,1,2500
ESP32 IoT Firmware Development ,1,5000
Python Development  ,1,2000
News Anchoring ,1,1500
Machine Learning & AI ,1,2000
Vue Stack Development ,1,2000
Front-end Web Design ,1,1000
Digital Growth Hacking ,1,10000
App Store Optimisation ,1,1500
Admission Counseling ,1,5000
English Language SME ,1,20000
Image Processing ,2,7500
UX/UI Development ,1,5000
Instructional Designing ,1,15000
Student Mentoring ,1,5000
Animation Design ,1,15000
3D Modeling ,2,4000
Web Testing ,1,20000
Computer Vision/Machine Learning ,1,10000
Web/Data Scraping ,1,3000
Product Analytics ,1,10000
Mobile Game Development  ,1,8000
Web App Development  ,1,6000
SQL Development ,1,5500
Android Development ,2,11000
Business Consulting ,1,2000
Cartooning ,1,5000
Education Counseling ,1,8000
Marathi Language Association  ,1,15000
Gujarati Language Association  ,1,15000
Question Solving  ,1,1000
Social Media Handling ,1,1000
Transcript Writing ,1,2000
Backend Engineering ,1,25000
Game Master For Virtual Escape Rooms ,1,10000
Music Production/Composing ,1,8000
Poster Desgin ,1,1000
Fullstack Web Engineering ,2,24000
Adobe Illustrator/After Effects ,2,20000
Advanced Deep Learning AI ,1,7000
Research & Case Studies  ,1,6000
Scalable Database Architecture ,1,20000
Market Research Concept Research ,1,5000
Online Singing Tutoring  ,1,1000
Sourcing ,1,5000
Cartoon Animation ,1,1000
Trainer- Engagement Specialist ,1,10000
Content Writer  ,1,4000
2D-3D Animation/ Motion Graphics ,1,5000
Java  ,1,5000
Jewellery Design  ,1,1500
Video Making/Editing/Marketing ,1,3000
Video Making/Editing & Graphic Design ,1,5000
Partner Alliances  ,2,5000
React.js Development  ,1,7000
Computer Operation ,1,3000
E-commerce Management ,1,10000
Full Stack Development-PHP/CodeIgniter ,1,2000
Quora Marketing ,1,2000
Voice Over Artist ,1,3000
Natural language processing  ,1,5000
Front end/UI UX Development ,1,8000
Front End Development  ,1,3000
Backend Development  ,4,17000
Backlinking  ,1,1000
Fabric Sourcing ,1,4000
Unity 3D App Development ,1,1000
Web Designing ,1,3000
Academic Content Writing & Projects ,1,1000
Copy Editing ,1,3000
Civil Engineering Research And Project ,1,4000
Photography & Videography ,1,2000
Academic Content Writing  ,1,2000
React Native/Mobile App Development ,1,4000
Rigging ,1,1000
RoR Development ,1,1000
Odoo Development ,1,1000
Software Engineering  ,2,10000
Feild Marketing ,1,5000
CGI Art ,1,1000
Hindi Video Creation ,1,1000
Communication Strategy ,1,2500
Online Sanskrit Language Training ,1,5000
Teaching Assistance  ,1,7000
Storyboard Artist ,1,1000
Online Spanish Language Training ,1,3000
Mathematics Education Research Fellowship ,1,3000
GatsbyJS Development ,1,5000
Laravel/PHP Development ,1,8000
Web/Mobile Application Development ,1,1000
Content Moderation ,1,5000
Social Media Content Management ,1,4000
Telecounsling ,1,2000
Advertising Research ,1,5000
Subject Matter Expert- Chemistry ,1,20000
Web UI/UX Design ,1,12000
Influencer Management And Community Building ,1,5000
Shopify management ,1,5000
Marketing & Communications ,1,5000
Android App Development  ,1,1000
Personal Assistance/Personal Secretary ,1,20000
AI/Computer Vision ,1,5000
Typing ,1,6000
Animation And Graphic Design ,1,1000
Blog Writing ,1,2000
E-Commerce Development ,1,5000
IP Creation ,1,10000
System Administrator ,1,6500
Sustainability Management ,1,1000
Product Photography ,1,1000
Flutter Developement ,1,8000
Server Administration ,1,2000
Reasoning Expert ,1,8000
PCB Development And Circuit Designing ,1,5000
React Application Development ,1,8000
Animated Video Making ,1,1500
Regional Management ,1,2000
Video Editing & Creating ,1,1000
Software QA Testing ,1,10000
Project Management  ,1,10000
Translation  ,1,2000
Pre Sales Management ,1,5000
Content & Social Media Management  ,1,1000
Augmented Reality/ Mixed Reality ,1,1000
Animated Video Creation ,1,3000
Assessment/Content Development  ,1,10000
Credit Administration ,1,5000
Pre-Sales ,1,8000
Hospitality ,1,1000
Hospital Management ,1,1000
Design Intern ,1,4000
Online Tuition  ,1,3000
Power BI Development  ,1,1000
Graphic Animation ,1,3000
Web Research ,1,2000
Blockchain Development ,1,7000
Agriculture And Allied Services ,1,1000
Sales & Marketing  ,1,7500
Website Development And Testing ,1,2000
Data Extraction ,1,1000
3D Generalist ,1,10000
Unity AR Development ,1,10000
Finance Analytics ,1,2500
Quality Support Management ,1,10000
Online Reputation Management ,1,2000
Geographical Information System  ,1,6000
Cloud Computing & Infrastructure ,1,5000
IoT And Drone Engineering ,1,10000
3D Artist ,1,1500
Business Tendering ,1,1000
Meme Making ,1,2000
Hindi Content Writing ,1,3000
Unity Design ,1,5000
Video Production ,1,12000
Journalism-Hindi ,1,1000
SME Mathematics  ,1,15000
Rural Management ,1,1000
Comic Moderating ,1,8000
Full Stack Development - NodeJS ,1,2000
Content Writing - Q & A  ,1,5000
Medical Marketing & Branding ,1,1000
Facebook Marketing  ,1,1000
International Calling ,1,20000
Website Design ,1,1500
Online Video Calls Moderation ,1,3000
Marketing and HR ,1,2000
Business Planning And Strategy Development ,1,5000
Web Design  ,1,8000
Video Editing And Voice ,1,2000
National Coordination ,1,2000
UX/UI Design Development ,1,1000
Pedagogy  ,1,2000
Excel And Advanced Excel Macros And Spreadsheet Development ,1,1500
Angular 8 Development ,1,5000
Defence Journalism ,1,12000
Video Content Editing ,1,12000
Bengali Transcription ,1,10000
Corporate Communications ,1,1000
Teaching Class 9th - 10th ,1,20000
Video Clip Editing ,1,2000
Open Source Development ,1,1000
Patent Search & Content Writing ,1,1000
Hindi Content Development  ,1,1500
Audio Content Development  ,1,1500
PCB Designer ,1,1000
Interior/furniture Designing And 3D Rendering ,1,4000
Fashion Blogging & Styling Content ,1,5000
C+Development ,1,1000
White Board Animation ,1,3000
Live Streaming ,1,3000
Desktop Support Engineering ,1,8000
Electrical Engineering ,1,10000
Transcription Marathi ,1,10000
iOS Mobile App Development ,1,6000
Business Strategy Consulting ,1,4000
Digital Image Processing ,1,3000
Chemical Engineering ,1,6000
Telemarketing ,1,3000
Programming  ,1,10000
UI/UX And Graphic Design ,1,2000
Data Entry- Operation ,1,2000
Binge Watching And Creative Writing ,1,1500
Stock Market Advisory ,1,2000
Supply Chain Management  ,1,2000
Ecommerce Catalogue Management ,1,2500
Virtual Customer Service ,1,15000
